發生時間,處理別,大同區環河北路2段77號,121.5089083,25.06564738
2023/10/18 18:26,2,萬華區西園路2段249號,121.4929342,25.02621228
2023/10/20 19:57,2,萬華區西園路2段與西園路2段140巷口口,121.4963296,25.03021292
2023/10/24 01:46,2,萬華區康定路與廣州街口,121.501482,25.0366245
2023/10/29 11:39,2,萬華區萬大路華中橋水門出口,121.495915,25.01648555
2023/10/16 08:21,2,萬華區桂林路與桂林路57巷口,121.502763,25.03819913
2023/10/17 06:55,2,萬華區環河南路1段與貴陽街2段口,121.4979803,25.04009198
2023/10/21 19:10,2,萬華區國興路32號,121.5081289,25.02437505
2023/11/2 15:25,2,萬華區中華路1段與成都路口,121.5082296,25.04255185
2023/11/7 20:21,2,萬華區華江橋往板橋機車道上橋轉彎處,121.4909367,25.03599446
2023/11/11 22:56,2,萬華區環河南路2段149巷與大理街170巷口,121.4935611,25.0335089
2023/11/12 02:25,2,萬華區環河南路1段與成都路口,121.5080229,25.06380398
2023/11/12 17:20,2,萬華區堤外便道與富民路口水門口,121.5005974,25.01725183
2023/11/13 15:40,2,萬華區忠孝西路2段與環河南路1段口,121.506087,25.04877438
2023/9/17 15:40,2,萬華區漢口街2段(中華路1段88號前),121.5085382,25.0452371
2023/9/19 18:00,2,萬華區中華路1段與成都路口,121.508113,25.0423351
2023/9/22 11:49,2,萬華區東園街140巷與德昌街125巷口,121.4969241,25.0234093
2023/9/22 13:20,2,萬華區中華路2段與中華路2段416巷口,121.505833,25.0279547
2023/9/26 07:28,2,萬華區艋舺大道與西藏路口,121.4914395,25.0292931
2023/9/27 07:00,2,萬華區康定路與內江街口,121.5022594,25.0416611
2023/9/27 09:01,2,萬華區忠孝橋往台北市機車道,121.5051331,25.0492841
2023/9/28 15:30,2,萬華區寶興街214號,121.4957389,25.0226251
2023/10/1 22:04,2,萬華區西園路2段與寶興街口,121.4936978,25.0267974
2023/10/6 16:00,2,萬華區環河南路1段與峨眉街口,121.5016527,25.0447412
2023/10/7 14:30,2,萬華區康定路與武昌街2段口,121.503176,25.0454639
2023/10/11 13:47,2,萬華區環河南路1段與峨眉街口,121.5015009,25.0447831
2023/10/13 07:06,2,萬華區南寧路與昆明街口,121.5032439,25.0352051
2023/10/13 07:50,2,萬華區康定路312號,121.5012821,25.0358622
2023/10/14 10:31,2,萬華區青年路與水源路口,121.504254,25.0199652
2023/10/18 07:14,2,萬華區寶興街65巷與西園路2段225巷口,121.4948403,25.0271317
2023/10/19 06:51,2,萬華區中華路2段(南寧路46號前),121.5063361,25.0359029
2023/10/19 07:40,2,萬華區華江橋往台北市機車道,121.4874224,25.03562339
2023/10/19 09:58,2,萬華區環河南路1段與貴陽街2段口,121.4979797,25.0400933
2023/10/19 19:44,2,萬華區華江橋往台北市機車道,121.4878261,25.03560744
2023/10/29 15:52,2,萬華區西藏路234號,121.5020162,25.0297132
2023/10/31 12:18,2,萬華區堤外便道(貴陽疏散門),121.4990473,25.0415061
2023/11/6 07:38,2,萬華區忠孝橋往北市機車道,121.5048286,25.0494677
2023/11/7 08:18,2,萬華區堤外便道(DSR341),121.499387,25.0417207
2023/11/10 20:25,2,萬華區堤外便道DSR393,121.5032775,25.04658333
2023/11/13 19:38,2,萬華區西寧南路與內江街口,121.5059887,25.0416612
2023/9/9 16:05,2,萬華區水源路與青年路口,121.5040702,25.01988289
2023/9/23 11:37,2,萬華區西園路1段與西園路1段136巷口,121.4996114,25.03787075
2023/9/26 08:42,2,萬華區萬大路與萬大路506巷口,121.4970574,25.01916274
2023/9/28 08:52,2,萬華區長沙街2段與雅江街口,121.501578,25.0407272
2023/9/29 07:48,2,萬華區富民路145巷35弄10號,121.5008476,25.01955776
2023/10/22 18:37,2,萬華區西園路1段198號,121.4992817,25.0359533
2023/9/15 07:45,2,萬華區萬大路423巷10弄與萬大路423巷口,121.4990399,25.0213481
2023/9/23 03:27,2,萬華區西園路1段與廣州街口,121.4994948,25.0367469
2023/9/23 04:01,2,萬華區華江橋機車道往北市,121.4900052,25.03453161
2023/9/24 14:21,2,萬華區西藏路與西藏路125巷口,121.5022396,25.0297457
2023/9/25 16:05,2,萬華區成都路與昆明街口,121.5050964,25.0429721
2023/10/3 08:40,2,萬華區堤外便道與堤外便道口龍山015桿,121.4971386,25.03991087
2023/9/27 16:22,2,萬華區西園路2段與西園路2段320巷口,121.4925405,25.0259757
2023/9/30 11:13,2,萬華區堤外便道(自行車道龍山第032號燈桿處,121.49958,25.04295529
2023/10/5 08:52,2,萬華區康定路與康定路101巷口,121.5019364,25.0396677
2023/10/20 18:24,2,萬華區西寧南路與西寧南路196巷口,121.5062547,25.03880119
2023/10/25 06:38,2,萬華區萬大路與環河南路3段口,121.4955776,25.01679314
2023/10/27 08:27,2,萬華區堤外便道(龍山第049號燈桿處),121.500222,25.04301587
2023/10/30 18:40,2,萬華區中華路2段與中華路2段484巷口,121.5071182,25.0267031
2023/10/30 21:48,2,萬華區西園路2段與西藏路口,121.4954262,25.0287028
2023/10/13 18:09,2,萬華區康定路與桂林路口,121.5016775,25.03838228
2023/10/15 11:01,2,萬華區中華路2段532號,121.5087849,25.02530056
2023/11/1 21:30,2,萬華區萬大路534巷與武成街28巷口,121.4957482,25.01914
2023/9/29 17:33,2,萬華區中興橋往三重機車道,121.5022841,25.04557973
2023/9/30 23:08,2,萬華區武成街56巷與萬大路486巷59弄口,121.495078,25.0193529
2023/10/8 14:33,2,萬華區東園街66巷與東園街66巷24弄口,121.4952103,25.0251024
2023/10/15 03:52,2,萬華區中華路2段416巷與西藏路125巷口,121.5031273,25.0267893
2023/10/18 22:35,2,萬華區環河南路1段與環河南路1段口中興橋機車道下橋處路口,121.5002288,25.04219907
2023/10/19 15:33,2,萬華區漢口街2段與漢口街2段83巷口,121.504962,25.04609958
2023/10/20 00:18,2,萬華區環河南路2段與環河南路2段100巷口,121.4957141,25.0368404
2023/10/28 09:29,2,萬華區環河南路2段250巷與環河南路2段口,121.4910316,25.033602
2023/10/31 11:53,2,萬華區萬大路與艋舺大道口,121.5005213,25.033117
2023/9/10 12:14,2,萬華區寶興街與寶興街38巷口,121.4933675,25.02735865
2023/9/15 19:20,2,萬華區桂林路244巷與桂林路228巷11弄口,121.4955541,25.03848463
2023/9/23 17:25,2,萬華區長沙街2段與西昌街口,121.5008308,25.0409174
2023/9/27 14:18,2,萬華區中華路2段666號,121.5112209,25.02436189
2023/9/28 09:35,2,萬華區康定路與廣州街口,121.5015082,25.0367592
2023/9/26 07:00,2,萬華區青年路與國興路口,121.5064727,25.0260628
2023/10/2 14:31,2,萬華區桂林路與西園路1段口,121.4996686,25.0384033
2023/10/7 21:34,2,萬華區東園街114號,121.4972,25.024129
2023/10/8 05:10,2,萬華區康定路213-1號,121.5013505,25.03578719
2023/10/10 06:05,2,萬華區艋舺大道與萬大路口,121.500337,25.0328113
2023/10/21 09:00,2,萬華區萬大路22號,121.5004947,25.03180133
2023/11/18 23:23,2,萬華區長順街與長順街123巷口,121.488876,25.03244482
2023/11/21 18:22,2,萬華區桂林路244巷南往北方向,121.4949667,25.03806075
2023/10/25 18:37,2,萬華區環河南路1段與成都路口,121.5007818,25.04422436
2023/10/26 19:45,2,萬華區華江橋往新北市機車道,121.490891,25.03609709
2023/10/27 04:57,2,萬華區堤外便道華中52停車場前,121.4985125,25.01613058
2023/11/4 14:08,2,萬華區西寧南路72-1號,121.5062389,25.045191
2023/11/10 07:31,2,萬華區南寧路與廣州街口,121.5048901,25.03647348
2023/9/17 17:35,2,萬華區環河南路1段與康定路口,121.5033579,25.046292
2023/9/28 08:56,2,萬華區萬大路與莒光路口,121.5006451,25.0311007
2023/9/29 09:42,2,萬華區桂林路244巷與桂林路246巷口,121.4943876,25.0377848
2023/10/1 19:32,2,萬華區和平西路3段與梧州街口,121.4974847,25.0353589
2023/10/1 22:19,2,萬華區西園路2段281巷與西園路2段口,121.4913952,25.02513564
2023/10/2 17:57,2,萬華區環河南路1段與開封街2段口,121.5043003,25.0470845
2023/10/3 04:45,2,萬華區西園路2段與寶興街口,121.4938478,25.0267629
2023/10/12 11:09,2,萬華區貴陽街2段82巷12號,121.5036365,25.0392843
2023/10/17 07:56,2,萬華區堤外便道南往北(DSR289牌面前),121.4916534,25.0370719
2023/10/3 21:20,2,萬華區西藏路與艋舺大道口,121.4913759,25.0290786
2023/10/17 16:16,2,萬華區萬大路423巷與青年路口,121.502652,25.0222683
2023/10/22 21:06,2,萬華區西園路2段與東園街口,121.4952113,25.0281486
2023/10/23 19:47,2,萬華區西寧南路與開封街2段口,121.5070613,25.0465658
2023/10/25 03:35,2,萬華區萬大路與富民路口,121.4975657,25.0192667
2023/10/26 16:21,2,萬華區中華路2段與莒光路口,121.504217,25.03148432
2023/10/29 15:28,2,萬華區長沙街2段與西寧南路口,121.5060599,25.0407229
2023/11/1 18:36,2,萬華區中華路2段307巷與中華路2段口,121.5052191,25.0287223
2023/11/6 08:06,2,萬華區艋舺大道188號,121.4998515,25.03285275
2023/11/8 07:20,2,萬華區內江街與雅江街口,121.5015975,25.0417208
2023/10/12 11:55,2,萬華區堤外便道往華中橋方向,121.498082,25.01614744
2023/10/14 11:14,2,萬華區堤外便道華中露營場出入口外,121.4965273,25.01586088
2023/10/16 08:37,2,萬華區康定路與大理街口口,121.5011914,25.03464204
2023/10/18 06:38,2,萬華區西園路2段與環河南路3段口,121.4907897,25.02463287
2023/10/18 08:46,2,萬華區西藏路199巷與萬大路186巷口口,121.4998204,25.02787456
2023/10/23 18:50,2,萬華區桂林路與康定路口,121.5017199,25.03842186
2023/10/23 21:02,2,萬華區堤外便道與無名巷口華中橋下,121.4955979,25.01616191
2023/11/8 08:15,2,萬華區華江橋往萬華機車道下橋處(編號EP8牌面前),121.490248,25.03496654
2023/11/10 19:25,2,萬華區中華路2段與南寧路口,121.5065462,25.0364856
2023/11/12 20:15,2,萬華區康定路與峨眉街口,121.5028644,25.0445559
2023/11/13 19:43,2,萬華區和平西路3段164號,121.4984087,25.03525961
2023/11/15 18:56,2,萬華區西園路1段與桂林路口,121.5000211,25.0384994
2023/11/18 11:02,2,萬華區莒光路178巷與莒光路口,121.5018834,25.0312412
2023/11/19 16:00,2,萬華區環河南路1段與峨眉街口,121.5017259,25.045013
2023/10/5 20:06,2,萬華區青年路與青年路30巷口,121.504975,25.0255914
2023/10/20 14:06,2,萬華區西藏路與西藏路199巷口,121.4998563,25.02939178
2023/10/20 17:47,2,萬華區西園路2段與西藏路口,121.4957103,25.02891591
2023/10/9 09:35,2,萬華區德昌街與德昌街125巷口,121.4967419,25.0242093
2023/10/14 21:38,2,萬華區萬大路與德昌街口,121.5003986,25.025356
2023/10/15 19:29,2,萬華區成都路101號,121.50437,25.04311034
2023/11/19 17:35,2,萬華區東園街與東園街28巷口,121.4958301,25.0272162
2023/11/10 14:25,2,萬華區昆明街81號,121.5047772,25.04285438
2023/11/13 12:28,2,萬華區西園路2段45號,121.4972987,25.0318022
2023/12/13 07:45,2,萬華區華江橋機車道往台北市,121.4879851,25.03557599
2023/12/13 08:04,2,萬華區桂林路246巷與環河南路2段130巷口,121.4934759,25.0373761
2023/12/14 14:18,2,萬華區貴陽街2段與貴陽街2段115巷口,121.5031561,25.0399443
2023/12/13 12:45,2,萬華區環河南路2段184號,121.4935351,25.03462161
2023/12/18 16:40,2,萬華區東園街與東園街35巷口,121.4957643,25.0274897
2023/12/19 12:24,2,萬華區忠孝西路2段與西寧南路口,121.5075616,25.048519
2023/12/19 21:03,2,萬華區東園街148號,121.4976393,25.02333298
2023/12/20 17:20,2,萬華區光復橋往臺北市,121.4895013,25.02373522
2023/12/19 14:57,2,萬華區艋舺大道與西園路1段口,121.4982492,25.03325832
2023/12/14 07:02,2,萬華區西園路2段與西園路2段13巷口,121.498159,25.03224955
2023/11/27 09:38,2,萬華區萬大路424巷與長泰街231巷口,121.4950322,25.02107534
2023/12/1 21:00,2,萬華區和平西路3段與桂林路246巷口,121.4910771,25.03580832
2023/12/4 17:58,2,萬華區萬板大橋往台北市下橋彎道處,121.4886599,25.03073471
2023/12/7 16:15,2,萬華區西園路1段與桂林路口,121.4997871,25.03845678
2023/12/10 12:08,2,萬華區中興橋下堤外自行車道,121.5007473,25.04441271
2023/12/11 12:10,2,萬華區中華路1段90號,121.508863,25.04471855
2023/12/18 06:47,2,萬華區中華路2段152號前,121.5041279,25.03040772
2023/12/13 09:57,2,萬華區艋舺大道84號,121.5033466,25.03342352
2023/10/6 15:37,2,萬華區環河南路2段與和平西路3段口,121.4942617,25.03539449
2023/11/5 09:34,2,萬華區西園路2段281巷與西園路2段281巷6弄口,121.4918385,25.02463913
2023/11/6 13:14,2,萬華區光復橋往新北市上橋處,121.4905272,25.02435371
2023/11/6 15:36,2,萬華區環河南路2段與環河南路2段250巷口,121.4921221,25.03285136
2023/10/16 10:06,2,萬華區環河南路1段與西園路1段34巷口,121.4985861,25.0407226
2023/10/16 11:42,2,萬華區西園路1段與廣州街口,121.4993174,25.03669643
2023/10/17 12:13,2,萬華區中華路2段與西藏路口,121.5041454,25.02993257
2023/10/17 13:38,2,萬華區中華路1段與成都路口,121.5081181,25.0423537
2023/10/23 07:37,2,萬華區雙園街122巷5號口,121.4922799,25.03118839
2023/10/30 19:02,2,萬華區桂林路與西昌街口,121.5005429,25.0384698
2023/10/31 00:57,2,萬華區桂林路214號,121.4965504,25.03864091
2023/11/6 12:08,2,萬華區華江橋機車道往台北市(燈桿:001028),121.4880122,25.03555301
2023/11/7 12:27,2,萬華區光復橋往新北市,121.4903928,25.02429127
2023/11/10 10:04,2,萬華區廣州街與廣州街70巷口,121.4968991,25.03680487
2023/11/14 18:17,2,萬華區西園路2段與東園街口,121.4952073,25.0282292
2023/11/25 11:56,2,萬華區堤外便道與桂林路口,121.4958576,25.03903665
2023/11/30 14:45,2,萬華區武昌街2段120巷,121.5040477,25.04520829
2023/12/10 22:51,2,萬華區環河南路2段與環河南路2段175巷口,121.4921527,25.032884
2023/12/14 11:24,2,萬華區青年路184號,121.5035083,25.02050552
2023/12/15 13:39,2,萬華區長沙街2段與漢中街147巷口,121.506998,25.04063478
2023/12/25 21:56,2,萬華區中華路1段與忠孝西路2段口,121.5097244,25.04806049
2023/12/26 19:19,2,萬華區青年路與水源路口,121.5043145,25.01990449
2023/12/27 02:30,2,萬華區華中橋機車道往新北市(華中051),121.4953787,25.01288221
2023/11/10 06:48,2,萬華區環河南路1段與長沙街2段口,121.4995925,25.0415113
2023/11/15 22:03,2,萬華區西藏路與西園路2段口,121.4957342,25.0287251
2023/11/20 16:42,2,萬華區昆明街與成都路口,121.504874,25.0431229
2023/12/19 09:36,2,萬華區德昌街與寶興街140巷17弄口,121.4944195,25.0235237
2023/10/21 12:45,2,萬華區西藏路與艋舺大道口,121.4918044,25.0288931
2023/10/26 07:40,2,萬華區西園路2段與莒光路口,121.4970033,25.0310615
2023/11/5 01:19,2,萬華區華江橋機車道往台北市,121.4877536,25.0355261
2023/11/10 10:47,2,萬華區和平西路3段與南寧路口,121.5035032,25.0350409
2023/11/10 20:42,2,萬華區貴陽街2段216號,121.499686,25.0400988
2023/11/13 08:59,2,萬華區柳州街2號,121.505421,25.0392389
2023/11/14 09:21,2,萬華區桂林路與梧州街口,121.4977271,25.0384779
2023/11/24 22:37,2,萬華區西寧南路70號,121.5060667,25.0433266
2023/11/25 15:34,2,萬華區莒光路與萬大路口,121.5005946,25.0311304
2023/11/28 13:05,2,萬華區堤外便道,121.4947635,25.0383288
2023/12/6 14:35,2,萬華區中華路1段124號,121.5082811,25.0436422
2023/12/14 00:37,2,萬華區中華路1段與中華路1段114巷口,121.508501,25.0435731
2023/12/19 17:39,2,萬華區中興橋,121.50225,25.0457709
2023/12/25 14:47,2,萬華區青年路184號,121.5033045,25.0206293
2023/12/29 21:40,2,萬華區西昌街209號,121.5005604,25.0375229
2023/10/22 07:51,2,萬華區青年路152巷與青年路168巷51弄口,121.5005472,25.02062352
2023/10/31 22:31,2,萬華區西園路2段96巷與西園路2段52巷16弄口,121.4958579,25.03114249
2023/11/2 16:57,2,萬華區中華路1段與南寧路口,121.5064531,25.0370224
2023/11/20 18:06,2,萬華區柳州街與昆明街257巷口,121.5050067,25.03717146
2023/11/21 17:57,2,萬華區西園路2段與艋舺大道口,121.4978916,25.03280266
2023/11/22 18:01,2,萬華區艋舺大道27號,121.5049295,25.0341112
2023/11/22 23:46,2,萬華區忠孝西路2段與西寧南路口,121.5075998,25.0484935
2023/11/30 09:05,2,萬華區中華路1段與桂林路口,121.5067927,25.0377062
2023/12/6 17:38,2,萬華區西寧南路與內江街口,121.5060458,25.0416437
2023/12/10 17:26,2,萬華區長沙街2段177號,121.5014549,25.0407053
2023/12/12 23:12,2,萬華區環河南路1段與康定路口,121.5033322,25.0462322
2023/11/5 18:27,2,萬華區西園路1段72巷2號,121.499418,25.0393907
2023/11/6 17:42,2,萬華區寶興街78號對面,121.494284,25.0261893
2023/11/9 11:30,2,萬華區長順街123巷與環河南路2段280巷口,121.4893503,25.0333779
2023/11/13 07:37,2,萬華區寶興街與寶興街38巷口,121.4933478,25.02736988
2023/11/11 12:46,2,萬華區漢口街2段90巷與漢口街2段90巷8弄口,121.5042283,25.045808
2023/11/23 16:40,2,萬華區華中橋機慢車道往台北市(近7010508燈桿),121.4947949,25.0278118
2023/11/28 11:00,2,萬華區青年路20號,121.5046762,25.0255094
2023/11/20 22:22,2,萬華區中興橋機車道往新北市,121.5001386,25.04534374
2023/12/8 18:53,2,萬華區堤外便道往北近龍山096燈桿,121.5045054,25.047319
2023/12/8 20:25,2,萬華區漢口街2段與昆明街口,121.5056324,25.0459796
2023/11/23 13:22,2,萬華區萬大路與萬大路84巷口,121.5005025,25.0306709
2023/11/27 02:29,2,萬華區長順街與艋舺大道口,121.492504,25.02998014
2023/12/19 10:54,2,萬華區康定路與貴陽街2段口,121.5020087,25.0399973
2023/12/19 11:46,2,萬華區大理街與西園路1段306巷口,121.4978666,25.03489599
2023/12/21 12:26,2,萬華區中華路1段180號,121.5071368,25.0387715
2023/12/25 10:20,2,萬華區堤外便道往北近華中水門口,121.5198958,25.04133927
2023/10/22 16:27,2,萬華區寶興街210巷與德昌街185巷27弄口,121.494557,25.02257149
2023/10/21 21:51,2,萬華區和平西路3段302巷3弄34號,121.4925198,25.0348403
2023/10/23 15:23,2,萬華區環河南路2段與桂林路口,121.4976726,25.039
2023/10/30 12:43,2,萬華區昆明街與內江街口,121.5045297,25.0406941
2023/11/2 09:47,2,萬華區桂林路與西昌街口,121.501271,25.0384121
2023/12/9 09:28,2,萬華區堤外便道往北龍山099號燈桿,121.5045206,25.04783304
2023/12/17 03:29,2,萬華區堤外便道往南第一果菜市場3區停車場入口處,121.501884,25.01812508
2023/11/7 09:41,2,萬華區桂林路246巷48號,121.4929866,25.0371701
2023/11/7 17:23,2,萬華區興寧街與興寧街66巷口,121.5001241,25.032152
2023/11/14 14:19,2,萬華區艋舺大道與西藏路口,121.4917464,25.0285553
2023/11/14 15:25,2,萬華區萬大路186巷與西藏路199巷口,121.4997964,25.0274665
2023/11/14 18:19,2,萬華區中華路1段與洛陽街口,121.5099388,25.0469516
2023/11/16 11:38,2,萬華區西園路1段與廣州街口,121.4991084,25.036101
2023/11/17 11:29,2,萬華區富民路145巷35弄11號,121.5008729,25.0195912
2023/11/23 08:05,2,萬華區環河南路2段與長順街口,121.4900374,25.0308178
2023/11/23 10:12,2,萬華區西園路2段與西藏路口,121.4962142,25.02939
2023/11/24 07:49,2,萬華區中華路1段與開封街2段口,121.5089669,25.0456929
2023/11/29 14:33,2,萬華區民和街2號,121.4994456,25.0266871
2023/11/9 19:19,2,萬華區環河快速高架道往南(2層往三重),121.4962415,25.03911866
2023/11/13 00:17,2,萬華區西園路1段與廣州街口,121.4993795,25.0366874
2023/11/13 15:15,2,萬華區萬大路與興寧街66巷22弄口,121.5005707,25.03154425
2023/12/7 10:35,2,萬華區西寧南路與內江街口,121.5060226,25.0415011
2023/12/4 16:50,2,萬華區成都路與雅江街口,121.5016039,25.04375245
2023/12/6 12:09,2,萬華區長沙街2段107號,121.5038006,25.0404969
2023/12/18 21:19,2,萬華區桂林路246巷34號,121.4929512,25.03713009
2023/12/27 12:39,2,萬華區環河南路1段與峨眉街口,121.501721,25.04495902
2023/12/31 06:40,2,萬華區馬場町河濱公園堤外自行車道3010236燈桿,121.5069813,25.02100614
2023/11/3 04:59,2,萬華區青年路152巷與富民路145巷35弄口,121.5008952,25.0196222
2023/11/25 05:58,2,萬華區中華路1段與南寧路口,121.5064412,25.0375552
2023/11/26 04:58,2,萬華區桂林路與華西街口,121.4984131,25.0384827
2023/8/21 09:11,2,萬華區貴陽街2段與西昌街口,121.5007073,25.0401855
2023/8/31 19:27,2,萬華區艋舺大道與艋舺大道120巷口,121.5022581,25.0333573
2023/9/4 16:46,2,萬華區西園路2段與莒光路口,121.4966357,25.0309496
2023/11/29 18:01,2,萬華區昆明街與桂林路口,121.5038377,25.0380071
2023/12/4 12:56,2,萬華區西園路1段172巷與西園路1段口,121.4987907,25.0347287
2023/12/4 20:30,2,萬華區漢口街2段123號,121.5041129,25.0464554
2023/12/8 06:53,2,萬華區萬青街與青年路68巷口,121.5015894,25.0235359
2023/12/8 07:50,2,萬華區西藏路與艋舺大道口,121.4914776,25.0290007
2023/12/16 04:23,2,萬華區寶興街140巷與西園路2段261巷口,121.4936669,25.0240087
2023/12/18 02:12,2,萬華區中華路2段508號與中華路2段409巷口,121.5083173,25.0253336
2023/12/20 12:30,2,萬華區西園路2段與艋舺大道口,121.4967316,25.03288587
2023/12/2 12:33,2,萬華區堤外便道貴陽疏散門外腳踏車道,121.4881965,25.030935
2023/12/12 22:45,2,萬華區華江橋往新北方向機車道,121.4917937,25.03680396
2023/12/23 10:40,2,萬華區康定路與桂林路口,121.5017883,25.0384041
2023/12/23 11:37,2,萬華區寶興街與寶興街65巷口口,121.4941249,25.0265577
2023/12/29 17:40,2,萬華區東園街與東園街46巷口,121.4961416,25.0264124
2023/11/14 10:02,2,萬華區環河南路1段與武昌街2段口,121.502578,25.0457065
2023/11/19 18:26,2,萬華區忠孝橋(機車道(往台北市方向),121.5047253,25.04959477
2023/11/22 05:00,2,萬華區萬大路與東園街口,121.4985726,25.021555
2023/11/24 17:49,2,萬華區成都路97號,121.5041311,25.04327092
2023/11/25 23:28,2,萬華區昆明街與峨眉街口,121.5051354,25.0440122
2023/11/26 14:35,2,萬華區成都路與昆明街口,121.5047957,25.0429526
2023/11/30 13:30,2,萬華區忠孝西路2段與西寧南路口,121.5074666,25.0484809
2023/8/17 16:30,2,萬華區環河南路1段與忠孝西路2段口,121.5061469,25.0489762
2023/8/17 17:04,2,萬華區東園街與東園街35巷口,121.4957654,25.0275078
2023/8/22 17:44,2,萬華區萬板大橋往新北市002049燈桿,121.487187,25.03012677
2023/12/5 08:11,2,萬華區環河南路1段與內江街口,121.5001733,25.0418766
2023/12/6 09:14,2,萬華區青年路與水源路口,121.5041537,25.0200302
2023/12/10 19:01,2,萬華區堤外便道機車道(第060號燈桿處),121.5028262,25.0463543
2023/12/11 20:18,2,萬華區萬大路486巷與萬大路486巷68弄口,121.4954463,25.0208489
2023/12/14 17:15,2,萬華區西藏路125巷與青年路口,121.5037131,25.02518248
2023/12/19 11:36,2,萬華區中華路2段與西藏路口,121.5040034,25.0299183
2023/12/25 07:40,2,萬華區環河南路1段與內江街口,121.500111,25.0420299
2023/12/26 08:31,2,中正區中正橋(往新北市方向),121.5167538,25.02253505
2023/12/26 10:15,2,萬華區國興路與中華路2段416巷口,121.5052098,25.0274952
2023/12/26 14:22,2,萬華區華中橋下自行車道(第309號燈桿處),121.4946163,25.01190966
2023/12/31 17:28,2,萬華區西園路2段與西藏路口,121.4955791,25.0287785
2023/8/8 09:19,2,萬華區光復橋與光復橋口往台北(近燈桿003014),121.4910157,25.02458806
2023/8/22 10:56,2,萬華區環河南路1段與漢口街2段口,121.503686,25.0465055
2023/8/24 14:10,2,萬華區三水街與和平西路3段13巷口,121.5073068,25.03519709
2023/9/1 16:54,2,萬華區桂林路與環河南路1段348巷口,121.496037,25.0387587
2023/9/21 00:06,2,萬華區艋舺大道77號,121.5030545,25.03353288
2023/9/21 17:55,2,萬華區西園路1段與和平西路3段口,121.4993498,25.0355706
2023/9/22 01:23,2,萬華區華中橋機車道往新北（華中055）,121.4954239,25.01465771
2023/9/22 17:42,2,萬華區堤外便道近雙園031燈桿,121.4943403,25.03816502
2023/9/24 00:09,2,萬華區青年路與國興路口,121.506421,25.0261021
2023/9/25 10:44,2,萬華區中華路1段與洛陽街口,121.5094048,25.04690228
2023/10/16 10:10,2,萬華區青年路與水源路口,121.5041774,25.020051
2023/9/2 19:43,2,萬華區西寧南路172號,121.5061283,25.0396849
2023/9/11 17:19,2,萬華區西園路2段261巷20弄與西園路2段261巷22弄口,121.4924174,25.0243554
2023/9/14 09:23,2,萬華區堤外便道與水源快速道路口匝道,121.4982558,25.0162107
2023/9/16 06:05,2,萬華區環河南路1段與康定路口,121.5030761,25.046059
2023/9/24 16:02,2,萬華區長順街123巷與環河南路2段280巷口,121.489341,25.0334396
2023/10/4 09:01,2,萬華區昆明街與昆明街201巷口,121.5039991,25.0390154
2023/10/6 07:48,2,萬華區萬大路449巷與萬大路449巷28弄口,121.4992863,25.0203987
2023/10/6 17:08,2,萬華區中華路1段與桂林路口,121.506803,25.0377999
2023/10/11 21:21,2,萬華區康定路與長沙街2段口,121.5021522,25.0405398
2023/10/12 19:39,2,萬華區環河南路1段與漢口街2段口,121.503661,25.046493
2023/10/19 08:30,2,萬華區西藏路與西藏路286巷口,121.4953461,25.02839682
2023/10/22 12:23,2,萬華區艋舺大道與中華路2段口,121.5055111,25.0342538
2023/10/24 07:43,2,萬華區中華路1段與峨眉街口,121.5082049,25.0434
2023/9/9 11:55,2,萬華區西藏路與萬大路口,121.5004287,25.0293466
2023/9/10 18:32,2,萬華區康定路與內江街口,121.5023347,25.0417262
2023/9/12 07:50,2,萬華區漢口街2段56號,121.5054163,25.0459774
2023/9/15 06:39,2,萬華區華中橋機車道往新北市,121.4953669,25.01193472
2023/9/15 08:00,2,萬華區貴陽街2段98號,121.5031944,25.0399244
2023/9/15 14:40,2,萬華區東園街35巷14號,121.4965343,25.02733991
2023/9/19 19:59,2,萬華區長沙街2段與西寧南路口,121.5060734,25.0407523
2023/9/22 20:30,2,萬華區堤外便道與桂林路口,121.4957661,25.03898
2023/10/10 19:00,2,萬華區西藏路320號,121.50023,25.0294728
2023/10/12 20:33,2,萬華區西藏路346號,121.4994391,25.0294586
2023/10/14 15:37,2,萬華區西園路2段與西藏路口,121.4955867,25.0286011
2023/10/16 18:48,2,萬華區長順街14巷與長順街46巷口,121.489487,25.02986192
2023/8/22 07:32,2,萬華區和平西路2段與艋舺大道口,121.5047792,25.0337825
2023/9/1 17:01,2,萬華區西園路2段與西園路2段294巷口,121.493361,25.02669231
2023/9/5 13:14,2,萬華區桂林路與柳州街口,121.5051655,25.0377546
2023/9/6 08:01,2,萬華區貴陽街2段115巷與貴陽街2段口,121.5031561,25.0399443
2023/9/6 11:30,2,萬華區西園路2段153號,121.4958597,25.0290967
2023/9/12 07:07,2,萬華區西園路2段281巷與西園路2段281巷6弄口,121.4918807,25.02465234
2023/10/12 16:10,2,萬華區中華路2段與中華路2段364巷口,121.5048823,25.0290998
2023/10/16 10:15,2,萬華區萬大路與興寧街口,121.5005134,25.0322688
2023/10/16 16:14,2,萬華區西園路2段281巷與西園路2段口,121.4915696,25.0249173
2023/10/20 10:59,2,萬華區德昌街132巷與民和街口,121.4962781,25.02490686
2023/10/25 14:38,2,萬華區忠孝西路2段與西寧南路口,121.5075308,25.04845881
